Local time,open,high,low,close,volume
27.12.2006 00:00:00.000 GMT+0200,1.30951,1.31779,1.30929,1.31125,1669798.317
28.12.2006 00:00:00.000 GMT+0200,1.31145,1.32012,1.31036,1.31486,1678901.098
29.12.2006 00:00:00.000 GMT+0200,1.31462,1.32062,1.31364,1.31946,1693944.215
01.01.2007 00:00:00.000 GMT+0200,1.31953,1.32105,1.31674,1.31963,1663209.203
02.01.2007 00:00:00.000 GMT+0200,1.31975,1.32965,1.31971,1.32696,1686251.219
03.01.2007 00:00:00.000 GMT+0200,1.32709,1.3292,1.31478,1.31692,1672691.785
04.01.2007 00:00:00.000 GMT+0200,1.31701,1.31797,1.30746,1.3082,1670328.594
05.01.2007 00:00:00.000 GMT+0200,1.30817,1.31043,1.29814,1.30021,1671994.531
08.01.2007 00:00:00.000 GMT+0200,1.30101,1.30359,1.29742,1.30217,1664880.793
09.01.2007 00:00:00.000 GMT+0200,1.30225,1.30524,1.29866,1.30003,1665400.105
10.01.2007 00:00:00.000 GMT+0200,1.30001,1.30041,1.29293,1.29369,1676132.707
11.01.2007 00:00:00.000 GMT+0200,1.2938,1.30134,1.28823,1.28909,1669196.402
12.01.2007 00:00:00.000 GMT+0200,1.28931,1.29433,1.28678,1.29238,1661424.606
15.01.2007 00:00:00.000 GMT+0200,1.29235,1.2956,1.29135,1.29355,1661004.086
16.01.2007 00:00:00.000 GMT+0200,1.29363,1.2989,1.29083,1.29193,1668602.618
17.01.2007 00:00:00.000 GMT+0200,1.29172,1.29504,1.28983,1.29373,1664777.512
18.01.2007 00:00:00.000 GMT+0200,1.29375,1.29772,1.28985,1.29619,1652778
19.01.2007 00:00:00.000 GMT+0200,1.29638,1.3001,1.29142,1.29556,1658098.183
22.01.2007 00:00:00.000 GMT+0200,1.29608,1.29779,1.29228,1.29488,1674429.313
23.01.2007 00:00:00.000 GMT+0200,1.29482,1.30438,1.29297,1.30256,1666787.687
24.01.2007 00:00:00.000 GMT+0200,1.30248,1.30369,1.29487,1.29704,1666770.309
25.01.2007 00:00:00.000 GMT+0200,1.29693,1.30012,1.29149,1.29314,1662125.012
26.01.2007 00:00:00.000 GMT+0200,1.29296,1.29448,1.28827,1.2917,1670645.895
29.01.2007 00:00:00.000 GMT+0200,1.29163,1.29667,1.28959,1.29552,1647602.898
30.01.2007 00:00:00.000 GMT+0200,1.29561,1.29811,1.29456,1.29697,1669545.305
31.01.2007 00:00:00.000 GMT+0200,1.29685,1.30366,1.29253,1.30314,1680445.723
01.02.2007 00:00:00.000 GMT+0200,1.30316,1.30496,1.30022,1.30216,1668410.91
02.02.2007 00:00:00.000 GMT+0200,1.30208,1.30625,1.29495,1.29588,1665674.109
05.02.2007 00:00:00.000 GMT+0200,1.29626,1.29664,1.29138,1.29271,1663364.199
06.02.2007 00:00:00.000 GMT+0200,1.29277,1.29908,1.29113,1.29844,1670129.004
07.02.2007 00:00:00.000 GMT+0200,1.29853,1.30242,1.29663,1.30097,1669032.402
08.02.2007 00:00:00.000 GMT+0200,1.30108,1.30437,1.29774,1.30405,1662850.09
09.02.2007 00:00:00.000 GMT+0200,1.30405,1.30462,1.29827,1.30073,1667196.403
12.02.2007 00:00:00.000 GMT+0200,1.29906,1.30369,1.29412,1.29645,1691519.297
13.02.2007 00:00:00.000 GMT+0200,1.29633,1.30435,1.29512,1.30378,1667669.176
14.02.2007 00:00:00.000 GMT+0200,1.3037,1.31498,1.30235,1.31306,1666222.707
15.02.2007 00:00:00.000 GMT+0200,1.31313,1.31732,1.31188,1.31395,1665668.273
16.02.2007 00:00:00.000 GMT+0200,1.31387,1.31461,1.30968,1.31361,1666736.903
19.02.2007 00:00:00.000 GMT+0200,1.3138,1.31636,1.31214,1.31566,1674862.402
20.02.2007 00:00:00.000 GMT+0200,1.31535,1.31895,1.31282,1.31388,1666294.106
21.02.2007 00:00:00.000 GMT+0200,1.31367,1.31669,1.3113,1.31388,1658221.215
22.02.2007 00:00:00.000 GMT+0200,1.31362,1.31445,1.30813,1.31248,1655360.785
23.02.2007 00:00:00.000 GMT+0200,1.31245,1.31873,1.31029,1.31637,1680455.094
26.02.2007 00:00:00.000 GMT+0200,1.31666,1.31987,1.31501,1.31873,1666093.09
27.02.2007 00:00:00.000 GMT+0200,1.31863,1.32588,1.31595,1.3241,1666901.43
28.02.2007 00:00:00.000 GMT+0200,1.32423,1.32434,1.31799,1.32281,1663873.308
01.03.2007 00:00:00.000 GMT+0200,1.3229,1.32399,1.3156,1.31856,1659414.813
02.03.2007 00:00:00.000 GMT+0200,1.31841,1.32009,1.31428,1.31908,1665098.078
05.03.2007 00:00:00.000 GMT+0200,1.31965,1.32119,1.30734,1.30882,1666273
06.03.2007 00:00:00.000 GMT+0200,1.30882,1.31307,1.30795,1.31271,1661607.711
07.03.2007 00:00:00.000 GMT+0200,1.31267,1.31855,1.31103,1.31758,1669056.696
08.03.2007 00:00:00.000 GMT+0200,1.31753,1.31819,1.3117,1.313,1654738.41
09.03.2007 00:00:00.000 GMT+0200,1.31289,1.31591,1.30878,1.31128,1664903.687
11.03.2007 23:00:00.000 GMT+0200,1.31306,1.32006,1.31065,1.31902,1667122.293
12.03.2007 23:00:00.000 GMT+0200,1.31903,1.32204,1.31557,1.31962,1663294.512
13.03.2007 23:00:00.000 GMT+0200,1.31942,1.32451,1.31772,1.32213,1669840.012
14.03.2007 23:00:00.000 GMT+0200,1.32245,1.32522,1.31935,1.32367,1661457.07
15.03.2007 23:00:00.000 GMT+0200,1.32368,1.33394,1.32293,1.33136,1657697.699
18.03.2007 23:00:00.000 GMT+0200,1.33134,1.33251,1.32795,1.33003,1654327.899
19.03.2007 23:00:00.000 GMT+0200,1.33025,1.33224,1.32715,1.33181,2193375.383
20.03.2007 23:00:00.000 GMT+0200,1.33177,1.33892,1.32876,1.33844,2222688.691
21.03.2007 23:00:00.000 GMT+0200,1.33887,1.34104,1.33099,1.33306,2226211.016
22.03.2007 23:00:00.000 GMT+0200,1.33289,1.33419,1.32787,1.32819,2230654.418
26.03.2007 00:00:00.000 GMT+0300,1.32871,1.33468,1.32547,1.33292,644489.4033
27.03.2007 00:00:00.000 GMT+0300,1.33305,1.33628,1.33022,1.33508,513998.5
28.03.2007 00:00:00.000 GMT+0300,1.33488,1.33731,1.33017,1.33125,509993.8964
29.03.2007 00:00:00.000 GMT+0300,1.33122,1.33528,1.32999,1.333,518651.004
30.03.2007 00:00:00.000 GMT+0300,1.33236,1.33996,1.32889,1.3356,778280.4024
01.04.2007 00:00:00.000 GMT+0300,1.3356,1.3356,1.33545,1.33545,0
02.04.2007 00:00:00.000 GMT+0300,1.3374,1.33817,1.33321,1.33657,1119298.828
03.04.2007 00:00:00.000 GMT+0300,1.33656,1.33808,1.33207,1.33298,1133776.243
04.04.2007 00:00:00.000 GMT+0300,1.33309,1.33815,1.33189,1.3368,1185596.373
05.04.2007 00:00:00.000 GMT+0300,1.3368,1.3442,1.3354,1.3431,1004615.346
06.04.2007 00:00:00.000 GMT+0300,1.3431,1.34335,1.3365,1.33805,357716.0645
09.04.2007 00:00:00.000 GMT+0300,1.33795,1.33808,1.3341,1.3355,417271.367
10.04.2007 00:00:00.000 GMT+0300,1.33555,1.34565,1.33491,1.344,1171161.904
11.04.2007 00:00:00.000 GMT+0300,1.344,1.34425,1.3408,1.3432,906567.5966
12.04.2007 00:00:00.000 GMT+0300,1.34325,1.35055,1.34272,1.3484,924121.2852
13.04.2007 00:00:00.000 GMT+0300,1.34808,1.3556,1.348,1.3532,466460.9824
16.04.2007 00:00:00.000 GMT+0300,1.3559,1.35775,1.35232,1.3535,855141.0635
17.04.2007 00:00:00.000 GMT+0300,1.3536,1.35955,1.35243,1.3568,1033188.36
18.04.2007 00:00:00.000 GMT+0300,1.3568,1.3617,1.35565,1.361,1101091.52
19.04.2007 00:00:00.000 GMT+0300,1.3612,1.3621,1.35615,1.3614,883818.1573
20.04.2007 00:00:00.000 GMT+0300,1.3614,1.3638,1.3587,1.3593,976983.7657
23.04.2007 00:00:00.000 GMT+0300,1.35989,1.3608,1.35415,1.3578,608880.3454
24.04.2007 00:00:00.000 GMT+0300,1.3578,1.3644,1.3549,1.3641,1065060.1
25.04.2007 00:00:00.000 GMT+0300,1.3642,1.36665,1.36225,1.364,860216.0127
26.04.2007 00:00:00.000 GMT+0300,1.3639,1.36555,1.3585,1.3602,1263630.884
27.04.2007 00:00:00.000 GMT+0300,1.3602,1.3683,1.3586,1.3654,1024236.709
30.04.2007 00:00:00.000 GMT+0300,1.36321,1.36789,1.359,1.36478,503960.2988
01.05.2007 00:00:00.000 GMT+0300,1.36471,1.36727,1.35909,1.36039,499492.9043
02.05.2007 00:00:00.000 GMT+0300,1.36033,1.36111,1.35613,1.35919,498276.4014
03.05.2007 00:00:00.000 GMT+0300,1.35911,1.36209,1.3548,1.355,500012.8985
04.05.2007 00:00:00.000 GMT+0300,1.35495,1.36104,1.35356,1.35909,500519.002
07.05.2007 00:00:00.000 GMT+0300,1.36025,1.36265,1.35893,1.3601,506534.2022
08.05.2007 00:00:00.000 GMT+0300,1.36007,1.36214,1.3517,1.35438,504869.1982
09.05.2007 00:00:00.000 GMT+0300,1.35437,1.35652,1.35199,1.35278,505196.9004
10.05.2007 00:00:00.000 GMT+0300,1.35273,1.35635,1.34666,1.34851,507636.7042
11.05.2007 00:00:00.000 GMT+0300,1.34845,1.35317,1.34637,1.35238,507333.7011
14.05.2007 00:00:00.000 GMT+0300,1.35353,1.35584,1.35251,1.35448,500018.8008
15.05.2007 00:00:00.000 GMT+0300,1.3544,1.36088,1.35278,1.35903,503812.4024
16.05.2007 00:00:00.000 GMT+0300,1.359,1.36095,1.35061,1.35157,506175.9014
17.05.2007 00:00:00.000 GMT+0300,1.3515,1.35437,1.34785,1.34939,505196.1943
18.05.2007 00:00:00.000 GMT+0300,1.34935,1.35214,1.34658,1.35069,504414.1933
21.05.2007 00:00:00.000 GMT+0300,1.35133,1.35298,1.34369,1.34685,364856.8018
22.05.2007 00:00:00.000 GMT+0300,1.34682,1.34761,1.34393,1.34486,492534.2011
23.05.2007 00:00:00.000 GMT+0300,1.34485,1.35016,1.34161,1.34595,500485.2001
24.05.2007 00:00:00.000 GMT+0300,1.34595,1.34629,1.34161,1.34285,493811.4043
25.05.2007 00:00:00.000 GMT+0300,1.34285,1.34726,1.3413,1.3439,493280.4971
28.05.2007 00:00:00.000 GMT+0300,1.34475,1.34592,1.34417,1.34492,494474.7978
29.05.2007 00:00:00.000 GMT+0300,1.34525,1.352,1.34207,1.34484,504029.8994
30.05.2007 00:00:00.000 GMT+0300,1.34486,1.3458,1.34095,1.34278,499175.2969
31.05.2007 00:00:00.000 GMT+0300,1.34287,1.3472,1.34233,1.34528,498504.0956
01.06.2007 00:00:00.000 GMT+0300,1.34525,1.34617,1.33935,1.34449,500547.1962
04.06.2007 00:00:00.000 GMT+0300,1.3442,1.34988,1.34327,1.34898,631357.8019
05.06.2007 00:00:00.000 GMT+0300,1.34895,1.35525,1.34866,1.35238,488822.0021
06.06.2007 00:00:00.000 GMT+0300,1.35232,1.35385,1.34864,1.35039,490535.1993
07.06.2007 00:00:00.000 GMT+0300,1.35037,1.35125,1.34224,1.34328,493268.9024
08.06.2007 00:00:00.000 GMT+0300,1.34321,1.34359,1.33235,1.33724,492309.7959
11.06.2007 00:00:00.000 GMT+0300,1.33681,1.33731,1.3334,1.33577,349307.2998
12.06.2007 00:00:00.000 GMT+0300,1.33574,1.33696,1.33013,1.33017,479928.1962
13.06.2007 00:00:00.000 GMT+0300,1.33013,1.33157,1.32641,1.33102,478544.5996
14.06.2007 00:00:00.000 GMT+0300,1.33115,1.33238,1.32802,1.33117,485925.8984
15.06.2007 00:00:00.000 GMT+0300,1.33116,1.33893,1.33054,1.33877,483149.503
18.06.2007 00:00:00.000 GMT+0300,1.33775,1.34181,1.33755,1.34141,618396.4043
19.06.2007 00:00:00.000 GMT+0300,1.34119,1.34358,1.33849,1.34269,476553.5957
20.06.2007 00:00:00.000 GMT+0300,1.34272,1.34375,1.33961,1.34037,483656.4961
21.06.2007 00:00:00.000 GMT+0300,1.34038,1.34086,1.33728,1.33897,482919.0956
22.06.2007 00:00:00.000 GMT+0300,1.33894,1.34698,1.33791,1.34692,477690.6932
25.06.2007 00:00:00.000 GMT+0300,1.34658,1.34733,1.34398,1.34623,334098.7998
26.06.2007 00:00:00.000 GMT+0300,1.34623,1.34774,1.34332,1.34537,470099.501
27.06.2007 00:00:00.000 GMT+0300,1.34532,1.34595,1.34177,1.34524,474452.7988
28.06.2007 00:00:00.000 GMT+0300,1.34525,1.34798,1.34244,1.34488,479231.8058
29.06.2007 00:00:00.000 GMT+0300,1.34484,1.35417,1.34295,1.35407,477211.9961
01.07.2007 00:00:00.000 GMT+0300,1.35407,1.35426,1.35407,1.35426,0
02.07.2007 00:00:00.000 GMT+0300,1.35368,1.36388,1.35278,1.36223,601681.9952
03.07.2007 00:00:00.000 GMT+0300,1.36213,1.36362,1.35847,1.36083,454896.5976
04.07.2007 00:00:00.000 GMT+0300,1.36092,1.36309,1.36039,1.36125,450221.996
05.07.2007 00:00:00.000 GMT+0300,1.36125,1.36584,1.35798,1.35988,459925.4004
06.07.2007 00:00:00.000 GMT+0300,1.35984,1.36411,1.35697,1.36263,456397.1963
09.07.2007 00:00:00.000 GMT+0300,1.36329,1.36383,1.36104,1.36263,286142.8994
10.07.2007 00:00:00.000 GMT+0300,1.36264,1.37483,1.35955,1.37472,450299.9054
11.07.2007 00:00:00.000 GMT+0300,1.37473,1.37842,1.37315,1.37453,450686.3028
12.07.2007 00:00:00.000 GMT+0300,1.37455,1.37981,1.3741,1.37895,451785.2041
13.07.2007 00:00:00.000 GMT+0300,1.37893,1.38123,1.37635,1.37821,448410.3038
16.07.2007 00:00:00.000 GMT+0300,1.37847,1.38036,1.37613,1.37725,553777.3019
17.07.2007 00:00:00.000 GMT+0300,1.37761,1.3799,1.37595,1.37815,399396.3062
18.07.2007 00:00:00.000 GMT+0300,1.37815,1.3832,1.37575,1.38028,428257.6066
19.07.2007 00:00:00.000 GMT+0300,1.3802,1.38294,1.37866,1.38034,416630.0986
20.07.2007 00:00:00.000 GMT+0300,1.38038,1.38429,1.37789,1.38261,611853.6986
23.07.2007 00:00:00.000 GMT+0300,1.38344,1.38462,1.37918,1.3807,914043.4376
24.07.2007 00:00:00.000 GMT+0300,1.38066,1.38529,1.37967,1.38222,768240.135
25.07.2007 00:00:00.000 GMT+0300,1.38232,1.3834,1.3695,1.3722,764973.2905
26.07.2007 00:00:00.000 GMT+0300,1.37223,1.37737,1.36894,1.37436,766506.4569
27.07.2007 00:00:00.000 GMT+0300,1.37475,1.37553,1.36243,1.3633,763528.9626
30.07.2007 00:00:00.000 GMT+0300,1.36236,1.37083,1.36071,1.36964,763613.7983
31.07.2007 00:00:00.000 GMT+0300,1.36977,1.37294,1.36768,1.36842,761889.5922
01.08.2007 00:00:00.000 GMT+0300,1.36833,1.37109,1.36371,1.3668,764935.0659
02.08.2007 00:00:00.000 GMT+0300,1.3669,1.37061,1.36491,1.37025,765100.3102
03.08.2007 00:00:00.000 GMT+0300,1.37028,1.38193,1.36822,1.37722,762676.3932
06.08.2007 00:00:00.000 GMT+0300,1.3789,1.38411,1.37784,1.37932,724105.336
07.08.2007 00:00:00.000 GMT+0300,1.37934,1.38175,1.37321,1.37363,764196.2284
08.08.2007 00:00:00.000 GMT+0300,1.37365,1.38268,1.37203,1.37985,765765.5624
09.08.2007 00:00:00.000 GMT+0300,1.37974,1.38178,1.36545,1.36757,764696.5205
10.08.2007 00:00:00.000 GMT+0300,1.36796,1.37059,1.36416,1.36917,767648.3917
13.08.2007 00:00:00.000 GMT+0300,1.36901,1.37115,1.36012,1.36117,768122.9873
14.08.2007 00:00:00.000 GMT+0300,1.36092,1.36264,1.35289,1.35335,765219.1752
15.08.2007 00:00:00.000 GMT+0300,1.35324,1.3541,1.34388,1.34415,761546.8355
16.08.2007 00:00:00.000 GMT+0300,1.34414,1.34474,1.33621,1.34247,766331.8396
17.08.2007 00:00:00.000 GMT+0300,1.34258,1.35476,1.33701,1.34731,767448.4866
20.08.2007 00:00:00.000 GMT+0300,1.34774,1.35086,1.3458,1.34741,766993.3588
21.08.2007 00:00:00.000 GMT+0300,1.3474,1.35212,1.34548,1.34655,766070.4857
22.08.2007 00:00:00.000 GMT+0300,1.34655,1.35513,1.3447,1.35413,764510.337
23.08.2007 00:00:00.000 GMT+0300,1.35435,1.35887,1.35334,1.35655,764007.2962
24.08.2007 00:00:00.000 GMT+0300,1.35641,1.36835,1.35501,1.36735,764572.2722
27.08.2007 00:00:00.000 GMT+0300,1.36759,1.36868,1.36313,1.3646,805409.206
28.08.2007 00:00:00.000 GMT+0300,1.36462,1.36809,1.35983,1.3604,767581.276
29.08.2007 00:00:00.000 GMT+0300,1.36045,1.36804,1.3559,1.36764,765382.815
30.08.2007 00:00:00.000 GMT+0300,1.36757,1.36825,1.35897,1.36235,731042.2784
31.08.2007 00:00:00.000 GMT+0300,1.36251,1.37201,1.36174,1.36275,768225.4149
01.09.2007 00:00:00.000 GMT+0300,1.36275,1.3629,1.36275,1.3629,0
03.09.2007 00:00:00.000 GMT+0300,1.3629,1.36551,1.36027,1.36232,808169.2293
04.09.2007 00:00:00.000 GMT+0300,1.36242,1.36272,1.35492,1.3606,769276.6733
05.09.2007 00:00:00.000 GMT+0300,1.36055,1.36718,1.35675,1.36462,770691.4204
06.09.2007 00:00:00.000 GMT+0300,1.36464,1.37109,1.36328,1.36902,725746.6226
07.09.2007 00:00:00.000 GMT+0300,1.36904,1.37988,1.36614,1.37667,762724.9142
10.09.2007 00:00:00.000 GMT+0300,1.37695,1.38164,1.37663,1.38012,804237.3905
11.09.2007 00:00:00.000 GMT+0300,1.38033,1.38487,1.3776,1.3839,769381.2478
12.09.2007 00:00:00.000 GMT+0300,1.384,1.39154,1.38231,1.3903,768711.1065
13.09.2007 00:00:00.000 GMT+0300,1.39045,1.39279,1.3861,1.38857,767518.1251
14.09.2007 00:00:00.000 GMT+0300,1.38853,1.38961,1.3843,1.38752,767166.6217
17.09.2007 00:00:00.000 GMT+0300,1.3871,1.38913,1.38484,1.38673,728817.874
18.09.2007 00:00:00.000 GMT+0300,1.38676,1.39893,1.3828,1.39839,763700.477
19.09.2007 00:00:00.000 GMT+0300,1.39824,1.39877,1.39332,1.39581,763179.8172
20.09.2007 00:00:00.000 GMT+0300,1.3956,1.41003,1.3954,1.40653,764241.0693
21.09.2007 00:00:00.000 GMT+0300,1.40639,1.41205,1.40404,1.40895,761188.6714
24.09.2007 00:00:00.000 GMT+0300,1.40915,1.41307,1.40663,1.40868,793232.2481
25.09.2007 00:00:00.000 GMT+0300,1.40873,1.41546,1.40571,1.41364,760608.4165
26.09.2007 00:00:00.000 GMT+0300,1.41376,1.41636,1.41093,1.41281,759305.2824
27.09.2007 00:00:00.000 GMT+0300,1.41285,1.41909,1.41216,1.41513,760541.2422
28.09.2007 00:00:00.000 GMT+0300,1.41534,1.42782,1.41429,1.4268,760503.9765
01.10.2007 00:00:00.000 GMT+0300,1.42753,1.42828,1.4208,1.42307,763505.58
02.10.2007 00:00:00.000 GMT+0300,1.42319,1.42414,1.41363,1.4155,762013.8959
03.10.2007 00:00:00.000 GMT+0300,1.41596,1.42019,1.40817,1.40904,761978.6077
04.10.2007 00:00:00.000 GMT+0300,1.40912,1.41502,1.40647,1.4139,762892.3381
05.10.2007 00:00:00.000 GMT+0300,1.41385,1.41578,1.40329,1.4136,760085.1208
08.10.2007 00:00:00.000 GMT+0300,1.4137,1.41556,1.40337,1.40475,724344.9356
09.10.2007 00:00:00.000 GMT+0300,1.40468,1.41171,1.40109,1.41039,765978.0838
10.10.2007 00:00:00.000 GMT+0300,1.41075,1.41732,1.40928,1.41452,764304.0677
11.10.2007 00:00:00.000 GMT+0300,1.41441,1.42416,1.41332,1.4196,767357.5366
12.10.2007 00:00:00.000 GMT+0300,1.41959,1.42129,1.41537,1.41773,764969.7774
15.10.2007 00:00:00.000 GMT+0300,1.41759,1.4244,1.41579,1.4205,804742.2415
16.10.2007 00:00:00.000 GMT+0300,1.42048,1.4228,1.41411,1.4173,762813.3903
17.10.2007 00:00:00.000 GMT+0300,1.41733,1.42311,1.41571,1.42066,764567.8504
18.10.2007 00:00:00.000 GMT+0300,1.42075,1.43101,1.41947,1.42944,763068.5347
19.10.2007 00:00:00.000 GMT+0300,1.42942,1.43197,1.42431,1.43009,767950.957
22.10.2007 00:00:00.000 GMT+0300,1.43067,1.43506,1.41238,1.41822,766153.2292
23.10.2007 00:00:00.000 GMT+0300,1.4182,1.42792,1.4168,1.42637,769411.1832
24.10.2007 00:00:00.000 GMT+0300,1.42641,1.42708,1.41884,1.42672,763853.4281
25.10.2007 00:00:00.000 GMT+0300,1.42674,1.43453,1.4246,1.43242,764195.1208
26.10.2007 00:00:00.000 GMT+0300,1.43244,1.43976,1.43152,1.43932,765074.3406
28.10.2007 23:00:00.000 GMT+0200,1.44176,1.44382,1.43748,1.44254,726997.8551
29.10.2007 23:00:00.000 GMT+0200,1.44247,1.44429,1.43721,1.44333,769929.9208
30.10.2007 23:00:00.000 GMT+0200,1.44318,1.45042,1.44182,1.44856,764659.0707
31.10.2007 23:00:00.000 GMT+0200,1.44874,1.44895,1.44005,1.44237,766539.1476
01.11.2007 23:00:00.000 GMT+0200,1.4424,1.45291,1.44132,1.45043,768722.924
05.11.2007 00:00:00.000 GMT+0200,1.45148,1.45253,1.44416,1.44707,793293.7159
06.11.2007 00:00:00.000 GMT+0200,1.44697,1.45716,1.44652,1.45562,763156.5078
07.11.2007 00:00:00.000 GMT+0200,1.45557,1.47304,1.45519,1.46376,767723.7799
08.11.2007 00:00:00.000 GMT+0200,1.46355,1.47037,1.46139,1.46765,765237.3633
09.11.2007 00:00:00.000 GMT+0200,1.46767,1.47528,1.46296,1.46755,768539.2263
12.11.2007 00:00:00.000 GMT+0200,1.46725,1.46788,1.45241,1.45326,764780.7906
13.11.2007 00:00:00.000 GMT+0200,1.45325,1.46336,1.45185,1.46031,762503.6999
14.11.2007 00:00:00.000 GMT+0200,1.46015,1.47255,1.45972,1.46503,764132.4081
15.11.2007 00:00:00.000 GMT+0200,1.46515,1.4705,1.46029,1.46138,764702.4466
16.11.2007 00:00:00.000 GMT+0200,1.46109,1.46728,1.45798,1.46614,764870.2943
19.11.2007 00:00:00.000 GMT+0200,1.46713,1.469,1.4618,1.46635,736802.9777
20.11.2007 00:00:00.000 GMT+0200,1.4666,1.48525,1.4632,1.48383,764163.122
21.11.2007 00:00:00.000 GMT+0200,1.48398,1.48712,1.47713,1.48573,767005.5777
22.11.2007 00:00:00.000 GMT+0200,1.48576,1.48748,1.4819,1.48485,765937.0044
23.11.2007 00:00:00.000 GMT+0200,1.4849,1.49665,1.4782,1.48368,769601.6851
26.11.2007 00:00:00.000 GMT+0200,1.48209,1.48879,1.48024,1.48726,790422.1483
27.11.2007 00:00:00.000 GMT+0200,1.48715,1.49088,1.48068,1.48304,763978.298
28.11.2007 00:00:00.000 GMT+0200,1.4829,1.48592,1.47089,1.48419,763057.7433
29.11.2007 00:00:00.000 GMT+0200,1.48415,1.48462,1.47192,1.47442,763764.3183
30.11.2007 00:00:00.000 GMT+0200,1.4745,1.47855,1.46261,1.46343,759735.3267
03.12.2007 00:00:00.000 GMT+0200,1.46384,1.47087,1.4619,1.46687,765538.6736
04.12.2007 00:00:00.000 GMT+0200,1.46684,1.47708,1.46325,1.4759,764939.9505
05.12.2007 00:00:00.000 GMT+0200,1.4759,1.47721,1.45916,1.46115,765553.6582
06.12.2007 00:00:00.000 GMT+0200,1.46125,1.46528,1.45254,1.46365,764403.9023
07.12.2007 00:00:00.000 GMT+0200,1.46377,1.46729,1.45951,1.46564,767654.6862
10.12.2007 00:00:00.000 GMT+0200,1.46563,1.47361,1.46367,1.47118,736777.7262
11.12.2007 00:00:00.000 GMT+0200,1.47117,1.47516,1.46395,1.46543,762765.6435
12.12.2007 00:00:00.000 GMT+0200,1.46558,1.4749,1.46486,1.47,761339.4536
13.12.2007 00:00:00.000 GMT+0200,1.47002,1.47386,1.45748,1.46309,760466.8827
14.12.2007 00:00:00.000 GMT+0200,1.46313,1.46582,1.44105,1.44292,760649.7586
17.12.2007 00:00:00.000 GMT+0200,1.43908,1.44537,1.43288,1.44011,793459.2009
18.12.2007 00:00:00.000 GMT+0200,1.44013,1.44367,1.43649,1.44139,763441.5902
19.12.2007 00:00:00.000 GMT+0200,1.44131,1.44249,1.43239,1.43847,763380.9435
20.12.2007 00:00:00.000 GMT+0200,1.43843,1.43919,1.43091,1.4331,768445.6914
21.12.2007 00:00:00.000 GMT+0200,1.43308,1.44111,1.43147,1.43802,765772.2172
24.12.2007 00:00:00.000 GMT+0200,1.43762,1.44142,1.4366,1.4395,762658.8389
25.12.2007 00:00:00.000 GMT+0200,1.43937,1.44219,1.43835,1.44004,764835.4483
26.12.2007 00:00:00.000 GMT+0200,1.43996,1.45069,1.43882,1.44886,764537.3804
27.12.2007 00:00:00.000 GMT+0200,1.44887,1.46415,1.4466,1.46275,765982.3936
28.12.2007 00:00:00.000 GMT+0200,1.46249,1.47305,1.45893,1.4724,762111.3096
31.12.2007 00:00:00.000 GMT+0200,1.47157,1.47507,1.45663,1.45892,736227.0945
01.01.2008 00:00:00.000 GMT+0200,1.45903,1.46193,1.45737,1.45913,764392.0594
02.01.2008 00:00:00.000 GMT+0200,1.45926,1.4751,1.45863,1.47116,766779.6826
03.01.2008 00:00:00.000 GMT+0200,1.47122,1.47817,1.46853,1.47499,767271.4346
04.01.2008 00:00:00.000 GMT+0200,1.47498,1.48257,1.4692,1.47407,763243.9911
07.01.2008 00:00:00.000 GMT+0200,1.47468,1.4757,1.46567,1.46958,792858.3977
08.01.2008 00:00:00.000 GMT+0200,1.46949,1.47433,1.46783,1.47069,768379.9044
09.01.2008 00:00:00.000 GMT+0200,1.47073,1.47437,1.46371,1.46588,772256.3163
10.01.2008 00:00:00.000 GMT+0200,1.46595,1.48149,1.46393,1.4805,768769.1781
11.01.2008 00:00:00.000 GMT+0200,1.48035,1.482,1.47595,1.47747,765351.6817
14.01.2008 00:00:00.000 GMT+0200,1.47821,1.49159,1.47802,1.4867,768507.7778
15.01.2008 00:00:00.000 GMT+0200,1.48689,1.49225,1.4798,1.48045,773257.7031
16.01.2008 00:00:00.000 GMT+0200,1.48019,1.48595,1.45928,1.46527,769199.5142
17.01.2008 00:00:00.000 GMT+0200,1.46525,1.47157,1.45878,1.46413,770783.3487
18.01.2008 00:00:00.000 GMT+0200,1.46409,1.46951,1.46011,1.46198,770036.7599
21.01.2008 00:00:00.000 GMT+0200,1.46053,1.46069,1.44206,1.44535,741374.961
22.01.2008 00:00:00.000 GMT+0200,1.44563,1.46427,1.43626,1.46284,768165.5677
23.01.2008 00:00:00.000 GMT+0200,1.46289,1.46859,1.45076,1.46295,769028.8671
24.01.2008 00:00:00.000 GMT+0200,1.46295,1.47804,1.45885,1.47535,767632.5547
25.01.2008 00:00:00.000 GMT+0200,1.47553,1.47795,1.46577,1.46817,767466.6265
28.01.2008 00:00:00.000 GMT+0200,1.46795,1.47987,1.46603,1.47811,796635.1974
29.01.2008 00:00:00.000 GMT+0200,1.47819,1.47994,1.47352,1.47774,762551.1719
30.01.2008 00:00:00.000 GMT+0200,1.47756,1.49078,1.47528,1.48614,769185.8998
31.01.2008 00:00:00.000 GMT+0200,1.48617,1.49148,1.48004,1.48603,765568.6386
01.02.2008 00:00:00.000 GMT+0200,1.486,1.49473,1.47843,1.48025,766709.8027
04.02.2008 00:00:00.000 GMT+0200,1.4806,1.48492,1.47906,1.48302,765933.3433
