Local time,open,high,low,close,volume
25.11.2010 00:00:00.000 GMT+0200,1.33358,1.3388,1.32873,1.3361,81358.8994
26.11.2010 00:00:00.000 GMT+0200,1.33611,1.3364,1.32012,1.32429,73541.0002
29.11.2010 00:00:00.000 GMT+0200,1.32845,1.33011,1.30648,1.31252,141808.8993
30.11.2010 00:00:00.000 GMT+0200,1.31253,1.31511,1.29695,1.29836,238785.0018
01.12.2010 00:00:00.000 GMT+0200,1.29836,1.31792,1.29717,1.31393,210113.2012
02.12.2010 00:00:00.000 GMT+0200,1.31393,1.32479,1.30611,1.321,197442.2015
03.12.2010 00:00:00.000 GMT+0200,1.321,1.34385,1.31941,1.34163,175984.5989
06.12.2010 00:00:00.000 GMT+0200,1.33803,1.34232,1.32471,1.33088,173058.9993
07.12.2010 00:00:00.000 GMT+0200,1.33088,1.34011,1.32588,1.32618,178169.0011
08.12.2010 00:00:00.000 GMT+0200,1.32636,1.32807,1.31809,1.32623,189480.601
09.12.2010 00:00:00.000 GMT+0200,1.32623,1.33234,1.3165,1.32393,174434.1004
10.12.2010 00:00:00.000 GMT+0200,1.32393,1.3283,1.31792,1.32259,144589.8992
13.12.2010 00:00:00.000 GMT+0200,1.31967,1.34338,1.31833,1.33926,172902.7994
14.12.2010 00:00:00.000 GMT+0200,1.33926,1.34988,1.33632,1.3379,193814.3996
15.12.2010 00:00:00.000 GMT+0200,1.33791,1.33825,1.32095,1.32143,196340
16.12.2010 00:00:00.000 GMT+0200,1.32143,1.32662,1.31821,1.32446,167561.1983
17.12.2010 00:00:00.000 GMT+0200,1.32456,1.33593,1.31338,1.31895,163936.5999
20.12.2010 00:00:00.000 GMT+0200,1.31873,1.31896,1.3095,1.31316,188756.1136
21.12.2010 00:00:00.000 GMT+0200,1.31321,1.32023,1.30741,1.31017,194442.9821
22.12.2010 00:00:00.000 GMT+0200,1.31017,1.31812,1.30792,1.31009,158515.7394
23.12.2010 00:00:00.000 GMT+0200,1.31009,1.31521,1.30561,1.31137,135349.0111
24.12.2010 00:00:00.000 GMT+0200,1.31168,1.3149,1.30991,1.31242,63401.9018
27.12.2010 00:00:00.000 GMT+0200,1.31152,1.3171,1.30734,1.31661,101354.6953
28.12.2010 00:00:00.000 GMT+0200,1.31661,1.32754,1.30954,1.31157,136859.359
29.12.2010 00:00:00.000 GMT+0200,1.31157,1.32393,1.30844,1.32258,130740.3902
30.12.2010 00:00:00.000 GMT+0200,1.32258,1.33149,1.32156,1.32896,141865.6596
31.12.2010 00:00:00.000 GMT+0200,1.32902,1.34254,1.32857,1.33864,108916.9204
01.01.2011 00:00:00.000 GMT+0200,1.33864,1.33864,1.33836,1.33836,0
03.01.2011 00:00:00.000 GMT+0200,1.33466,1.33957,1.32513,1.33611,207737.8317
04.01.2011 00:00:00.000 GMT+0200,1.33611,1.3431,1.32932,1.33081,273733.5186
05.01.2011 00:00:00.000 GMT+0200,1.33105,1.33259,1.31272,1.31497,183048.6907
06.01.2011 00:00:00.000 GMT+0200,1.31497,1.31708,1.2998,1.30039,171777.8813
07.01.2011 00:00:00.000 GMT+0200,1.30045,1.30218,1.29061,1.29079,174326.0798
10.01.2011 00:00:00.000 GMT+0200,1.28795,1.2965,1.28747,1.29521,155412.4401
11.01.2011 00:00:00.000 GMT+0200,1.29523,1.29913,1.29081,1.29747,192693.3396
12.01.2011 00:00:00.000 GMT+0200,1.29747,1.31438,1.29632,1.31328,218635.2223
13.01.2011 00:00:00.000 GMT+0200,1.3133,1.33838,1.30899,1.33648,180142.3511
14.01.2011 00:00:00.000 GMT+0200,1.33648,1.34532,1.33148,1.33894,178005.5918
17.01.2011 00:00:00.000 GMT+0200,1.33838,1.33894,1.32451,1.32946,153105.2798
18.01.2011 00:00:00.000 GMT+0200,1.32947,1.34631,1.32537,1.3388,197834.7506
19.01.2011 00:00:00.000 GMT+0200,1.33881,1.35389,1.33693,1.34743,188272.6018
20.01.2011 00:00:00.000 GMT+0200,1.34755,1.35225,1.33968,1.34732,191552.6404
21.01.2011 00:00:00.000 GMT+0200,1.34731,1.36267,1.345,1.36218,176363.5799
24.01.2011 00:00:00.000 GMT+0200,1.36435,1.36861,1.35413,1.36386,159193.131
25.01.2011 00:00:00.000 GMT+0200,1.36386,1.37045,1.35753,1.36821,183069.1996
26.01.2011 00:00:00.000 GMT+0200,1.36821,1.37221,1.36454,1.37138,161446.198
27.01.2011 00:00:00.000 GMT+0200,1.37138,1.37579,1.36396,1.37341,158132.0907
28.01.2011 00:00:00.000 GMT+0200,1.37341,1.37469,1.35841,1.36124,150827.6695
31.01.2011 00:00:00.000 GMT+0200,1.35874,1.37401,1.35711,1.3695,173411.3896
01.02.2011 00:00:00.000 GMT+0200,1.36947,1.38433,1.3689,1.38301,176471.9396
02.02.2011 00:00:00.000 GMT+0200,1.38296,1.38621,1.377,1.38111,173273.4107
03.02.2011 00:00:00.000 GMT+0200,1.38111,1.38256,1.36102,1.36349,188275.3691
04.02.2011 00:00:00.000 GMT+0200,1.36349,1.36514,1.35442,1.35832,177888.9916
07.02.2011 00:00:00.000 GMT+0200,1.35636,1.3627,1.35091,1.35832,201385.4679
08.02.2011 00:00:00.000 GMT+0200,1.35833,1.36893,1.35731,1.36263,218605.0694
09.02.2011 00:00:00.000 GMT+0200,1.36263,1.37438,1.36116,1.37332,186746.4504
10.02.2011 00:00:00.000 GMT+0200,1.37332,1.37348,1.3578,1.36032,182376.4205
11.02.2011 00:00:00.000 GMT+0200,1.36048,1.36213,1.34981,1.35513,156611.2396
14.02.2011 00:00:00.000 GMT+0200,1.35084,1.35588,1.3429,1.34897,171446.2415
15.02.2011 00:00:00.000 GMT+0200,1.34897,1.35509,1.34618,1.34871,197800.8908
16.02.2011 00:00:00.000 GMT+0200,1.34873,1.35888,1.34631,1.357,207048.7601
17.02.2011 00:00:00.000 GMT+0200,1.35708,1.36191,1.35376,1.36102,203892.5901
18.02.2011 00:00:00.000 GMT+0200,1.36103,1.37152,1.35467,1.36943,194780.2192
21.02.2011 00:00:00.000 GMT+0200,1.37009,1.37163,1.3648,1.368,117083.099
22.02.2011 00:00:00.000 GMT+0200,1.36805,1.3704,1.3528,1.36511,236471.0389
23.02.2011 00:00:00.000 GMT+0200,1.36511,1.3787,1.36494,1.37492,204269.8508
24.02.2011 00:00:00.000 GMT+0200,1.37491,1.3821,1.37049,1.38008,216891.7207
25.02.2011 00:00:00.000 GMT+0200,1.38008,1.3839,1.37245,1.37543,174705.2394
28.02.2011 00:00:00.000 GMT+0200,1.37587,1.38553,1.37121,1.38071,180646.6399
01.03.2011 00:00:00.000 GMT+0200,1.38071,1.3855,1.37649,1.37776,190612.0292
02.03.2011 00:00:00.000 GMT+0200,1.37773,1.3891,1.37441,1.38663,179920.8397
03.03.2011 00:00:00.000 GMT+0200,1.38663,1.39717,1.38336,1.39702,173551.9912
04.03.2011 00:00:00.000 GMT+0200,1.39703,1.40072,1.39421,1.39879,153307.7399
07.03.2011 00:00:00.000 GMT+0200,1.39945,1.40364,1.39563,1.39687,196800.2285
08.03.2011 00:00:00.000 GMT+0200,1.39693,1.39893,1.3864,1.39058,167749.6486
09.03.2011 00:00:00.000 GMT+0200,1.39058,1.3942,1.38566,1.39092,185505.4001
10.03.2011 00:00:00.000 GMT+0200,1.39101,1.39251,1.37762,1.3798,207763.5208
11.03.2011 00:00:00.000 GMT+0200,1.37979,1.39149,1.37529,1.39036,177714.49
13.03.2011 23:00:00.000 GMT+0200,1.39645,1.4004,1.39052,1.39932,191984.5196
14.03.2011 23:00:00.000 GMT+0200,1.39944,1.40137,1.38561,1.39986,237378.3604
15.03.2011 23:00:00.000 GMT+0200,1.39991,1.40031,1.38671,1.39006,224986.9913
16.03.2011 23:00:00.000 GMT+0200,1.39013,1.40532,1.38705,1.40226,243750.96
17.03.2011 23:00:00.000 GMT+0200,1.40226,1.4186,1.39814,1.41856,199640.9211
20.03.2011 23:00:00.000 GMT+0200,1.41947,1.42399,1.41404,1.4227,155124.5394
21.03.2011 23:00:00.000 GMT+0200,1.42271,1.42489,1.41797,1.41971,167093.3619
22.03.2011 23:00:00.000 GMT+0200,1.41974,1.42151,1.40864,1.4088,190838.0893
23.03.2011 23:00:00.000 GMT+0200,1.4089,1.42166,1.40541,1.41783,175133.8813
24.03.2011 23:00:00.000 GMT+0200,1.41792,1.41943,1.40565,1.40891,175925.6806
28.03.2011 00:00:00.000 GMT+0300,1.40421,1.41161,1.40222,1.4088,146366.4102
29.03.2011 00:00:00.000 GMT+0300,1.40881,1.41491,1.40481,1.41147,164314.7204
30.03.2011 00:00:00.000 GMT+0300,1.41142,1.4148,1.40528,1.413,184976.4385
31.03.2011 00:00:00.000 GMT+0300,1.41293,1.42335,1.41175,1.41589,183480.3585
01.04.2011 00:00:00.000 GMT+0300,1.41592,1.42458,1.40626,1.42376,179762.8108
04.04.2011 00:00:00.000 GMT+0300,1.4229,1.4269,1.41934,1.42212,149790.5603
05.04.2011 00:00:00.000 GMT+0300,1.42214,1.42462,1.41523,1.42236,160824.9995
06.04.2011 00:00:00.000 GMT+0300,1.42253,1.435,1.42111,1.43327,179082.9308
07.04.2011 00:00:00.000 GMT+0300,1.43327,1.43377,1.42451,1.4309,189379.7594
08.04.2011 00:00:00.000 GMT+0300,1.43092,1.44891,1.42918,1.44837,173488.1801
11.04.2011 00:00:00.000 GMT+0300,1.44715,1.44842,1.44214,1.4437,155338.7009
12.04.2011 00:00:00.000 GMT+0300,1.44363,1.45193,1.43782,1.44779,218189.8095
13.04.2011 00:00:00.000 GMT+0300,1.44789,1.45202,1.44142,1.44436,179266.5493
14.04.2011 00:00:00.000 GMT+0300,1.44441,1.4515,1.43658,1.44897,201694.8303
15.04.2011 00:00:00.000 GMT+0300,1.44903,1.45043,1.43917,1.44321,168102.9298
18.04.2011 00:00:00.000 GMT+0300,1.44096,1.44211,1.41617,1.4236,200630.4507
19.04.2011 00:00:00.000 GMT+0300,1.42369,1.43535,1.4206,1.43357,191782.8617
20.04.2011 00:00:00.000 GMT+0300,1.43371,1.4545,1.43292,1.45242,218538.2817
21.04.2011 00:00:00.000 GMT+0300,1.45246,1.46491,1.45061,1.45535,196437.4893
22.04.2011 00:00:00.000 GMT+0300,1.45551,1.4589,1.4535,1.45656,55833.04
25.04.2011 00:00:00.000 GMT+0300,1.45598,1.46279,1.45262,1.4582,118216.0696
26.04.2011 00:00:00.000 GMT+0300,1.45824,1.46562,1.44943,1.4645,191214.9419
27.04.2011 00:00:00.000 GMT+0300,1.46451,1.47956,1.46332,1.47886,199678.5385
28.04.2011 00:00:00.000 GMT+0300,1.47886,1.48803,1.477,1.48236,200722.2291
29.04.2011 00:00:00.000 GMT+0300,1.48236,1.48785,1.4805,1.48087,123274.3
01.05.2011 00:00:00.000 GMT+0300,1.48087,1.48096,1.48087,1.48096,0
02.05.2011 00:00:00.000 GMT+0300,1.48144,1.49023,1.47642,1.48311,162571.4793
03.05.2011 00:00:00.000 GMT+0300,1.48313,1.48898,1.47551,1.48262,204655.0017
04.05.2011 00:00:00.000 GMT+0300,1.48265,1.49405,1.47758,1.48285,222163.3471
05.05.2011 00:00:00.000 GMT+0300,1.48287,1.48986,1.45109,1.45431,243996.5018
06.05.2011 00:00:00.000 GMT+0300,1.4543,1.45882,1.43148,1.43158,272484.7776
09.05.2011 00:00:00.000 GMT+0300,1.43569,1.44415,1.42567,1.43665,260004.8869
10.05.2011 00:00:00.000 GMT+0300,1.43665,1.44129,1.42716,1.44103,295507.9881
11.05.2011 00:00:00.000 GMT+0300,1.44103,1.44239,1.41731,1.41933,273949.5487
12.05.2011 00:00:00.000 GMT+0300,1.41933,1.42763,1.41236,1.4246,283419.649
13.05.2011 00:00:00.000 GMT+0300,1.42461,1.43392,1.40677,1.41201,280340.7329
16.05.2011 00:00:00.000 GMT+0300,1.40906,1.42449,1.4049,1.4157,262311.2113
17.05.2011 00:00:00.000 GMT+0300,1.41573,1.4239,1.41242,1.4238,255488.5514
18.05.2011 00:00:00.000 GMT+0300,1.42381,1.42874,1.41957,1.42504,227024.301
19.05.2011 00:00:00.000 GMT+0300,1.42504,1.43255,1.42072,1.43139,243113.8125
20.05.2011 00:00:00.000 GMT+0300,1.43136,1.4346,1.41346,1.41597,225026.9789
23.05.2011 00:00:00.000 GMT+0300,1.41253,1.41506,1.39701,1.4049,244040.4996
24.05.2011 00:00:00.000 GMT+0300,1.40491,1.4133,1.40031,1.41011,238997.2983
25.05.2011 00:00:00.000 GMT+0300,1.41011,1.41192,1.40142,1.4089,243558.5191
26.05.2011 00:00:00.000 GMT+0300,1.40896,1.4207,1.4069,1.41449,248665.2492
27.05.2011 00:00:00.000 GMT+0300,1.41454,1.43242,1.41267,1.43182,245675.6902
30.05.2011 00:00:00.000 GMT+0300,1.43248,1.43248,1.42575,1.42831,114604.0709
31.05.2011 00:00:00.000 GMT+0300,1.42844,1.44246,1.42808,1.43981,221343.5078
01.06.2011 00:00:00.000 GMT+0300,1.43981,1.44592,1.43217,1.4329,230426.7507
02.06.2011 00:00:00.000 GMT+0300,1.43292,1.45126,1.43094,1.44931,215390.1997
03.06.2011 00:00:00.000 GMT+0300,1.44931,1.46432,1.44557,1.46374,209386.2084
06.06.2011 00:00:00.000 GMT+0300,1.46094,1.46585,1.45581,1.45766,214291.0394
07.06.2011 00:00:00.000 GMT+0300,1.45766,1.46964,1.45646,1.46923,208318.9978
08.06.2011 00:00:00.000 GMT+0300,1.46923,1.4697,1.45653,1.45836,221803.7805
09.06.2011 00:00:00.000 GMT+0300,1.45847,1.46467,1.44787,1.45111,215481.7401
10.06.2011 00:00:00.000 GMT+0300,1.45119,1.45511,1.43231,1.43481,228674.5409
13.06.2011 00:00:00.000 GMT+0300,1.43275,1.44308,1.43222,1.4414,212262.4422
14.06.2011 00:00:00.000 GMT+0300,1.44146,1.44981,1.43793,1.44415,218268.0992
15.06.2011 00:00:00.000 GMT+0300,1.44415,1.44521,1.41568,1.41818,250943.8821
16.06.2011 00:00:00.000 GMT+0300,1.41817,1.42197,1.4074,1.421,281641.5689
17.06.2011 00:00:00.000 GMT+0300,1.42106,1.434,1.41282,1.43072,243801.4295
20.06.2011 00:00:00.000 GMT+0300,1.42773,1.43279,1.41922,1.4305,209301.121
21.06.2011 00:00:00.000 GMT+0300,1.43051,1.44233,1.43041,1.44142,212905.4607
22.06.2011 00:00:00.000 GMT+0300,1.44142,1.44421,1.43432,1.43557,207978.8694
23.06.2011 00:00:00.000 GMT+0300,1.43563,1.43588,1.41277,1.4257,236655.8287
24.06.2011 00:00:00.000 GMT+0300,1.4257,1.43067,1.41442,1.41892,225469.7001
27.06.2011 00:00:00.000 GMT+0300,1.41946,1.42931,1.41033,1.42874,217373.3777
28.06.2011 00:00:00.000 GMT+0300,1.42878,1.43973,1.4238,1.43722,229941.7726
29.06.2011 00:00:00.000 GMT+0300,1.43722,1.44485,1.43392,1.44366,215782.1377
30.06.2011 00:00:00.000 GMT+0300,1.44361,1.45383,1.44278,1.45033,208480.9403
01.07.2011 00:00:00.000 GMT+0300,1.45027,1.45512,1.44391,1.45285,200390.3434
04.07.2011 00:00:00.000 GMT+0300,1.45351,1.45788,1.44961,1.45417,140098.27
05.07.2011 00:00:00.000 GMT+0300,1.45422,1.45541,1.43989,1.44299,200168.4393
06.07.2011 00:00:00.000 GMT+0300,1.44301,1.44671,1.42868,1.43211,208453.3982
07.07.2011 00:00:00.000 GMT+0300,1.43221,1.4375,1.42237,1.4364,206430.0412
08.07.2011 00:00:00.000 GMT+0300,1.43651,1.43699,1.4215,1.42655,221325.281
11.07.2011 00:00:00.000 GMT+0300,1.42093,1.42288,1.39871,1.40316,259302.3609
12.07.2011 00:00:00.000 GMT+0300,1.40316,1.40626,1.38377,1.39767,342416.7905
13.07.2011 00:00:00.000 GMT+0300,1.39764,1.41927,1.39522,1.41609,285592.0306
14.07.2011 00:00:00.000 GMT+0300,1.41627,1.42813,1.41162,1.41435,296493.6817
15.07.2011 00:00:00.000 GMT+0300,1.41435,1.41988,1.40931,1.41568,245831.9997
18.07.2011 00:00:00.000 GMT+0300,1.41088,1.41351,1.40148,1.41132,245652.389
19.07.2011 00:00:00.000 GMT+0300,1.41133,1.42178,1.4069,1.41534,272658.7012
20.07.2011 00:00:00.000 GMT+0300,1.41533,1.42397,1.4134,1.4217,240372.0301
21.07.2011 00:00:00.000 GMT+0300,1.42173,1.44342,1.41394,1.44253,283728.142
22.07.2011 00:00:00.000 GMT+0300,1.44253,1.44406,1.43247,1.43596,238683.5529
25.07.2011 00:00:00.000 GMT+0300,1.43852,1.44186,1.43256,1.4378,234067.8708
26.07.2011 00:00:00.000 GMT+0300,1.43781,1.45259,1.43577,1.45112,247754.3074
27.07.2011 00:00:00.000 GMT+0300,1.45113,1.45363,1.43403,1.43694,244933.2388
28.07.2011 00:00:00.000 GMT+0300,1.43694,1.4401,1.42551,1.43326,255679.5615
29.07.2011 00:00:00.000 GMT+0300,1.43329,1.44131,1.42307,1.43968,271296.9877
01.08.2011 00:00:00.000 GMT+0300,1.43857,1.44534,1.41861,1.42511,261543.8682
02.08.2011 00:00:00.000 GMT+0300,1.42513,1.42836,1.41519,1.42054,292172.673
03.08.2011 00:00:00.000 GMT+0300,1.4204,1.43448,1.4146,1.43243,318401.6378
04.08.2011 00:00:00.000 GMT+0300,1.43243,1.4369,1.40913,1.4093,337065.3813
05.08.2011 00:00:00.000 GMT+0300,1.40938,1.42983,1.40565,1.42812,351506.8167
08.08.2011 00:00:00.000 GMT+0300,1.44172,1.44298,1.41312,1.41801,362663.6363
09.08.2011 00:00:00.000 GMT+0300,1.41808,1.43788,1.41532,1.43758,369226.2884
10.08.2011 00:00:00.000 GMT+0300,1.43773,1.44017,1.41629,1.41786,344069.2898
11.08.2011 00:00:00.000 GMT+0300,1.41786,1.42881,1.41048,1.42413,371025.4488
12.08.2011 00:00:00.000 GMT+0300,1.42409,1.42902,1.41504,1.42495,284069.7625
15.08.2011 00:00:00.000 GMT+0300,1.42696,1.44734,1.42534,1.44457,266263.8517
16.08.2011 00:00:00.000 GMT+0300,1.44457,1.44677,1.43549,1.44082,271754.2593
17.08.2011 00:00:00.000 GMT+0300,1.44084,1.45168,1.4329,1.44268,263307.7317
18.08.2011 00:00:00.000 GMT+0300,1.44276,1.44515,1.42721,1.43333,278139.5721
19.08.2011 00:00:00.000 GMT+0300,1.43333,1.44522,1.42598,1.43966,288717.4694
22.08.2011 00:00:00.000 GMT+0300,1.43775,1.4435,1.43478,1.43592,228184.4321
23.08.2011 00:00:00.000 GMT+0300,1.43593,1.45001,1.43544,1.44422,220540.9085
24.08.2011 00:00:00.000 GMT+0300,1.44423,1.44821,1.43861,1.4415,212887.5007
25.08.2011 00:00:00.000 GMT+0300,1.44152,1.4475,1.43286,1.43796,213533.621
26.08.2011 00:00:00.000 GMT+0300,1.43796,1.45021,1.43313,1.45004,219648.8989
29.08.2011 00:00:00.000 GMT+0300,1.44991,1.45492,1.4467,1.45114,174532.5105
30.08.2011 00:00:00.000 GMT+0300,1.45114,1.45338,1.43856,1.44423,206260.4099
31.08.2011 00:00:00.000 GMT+0300,1.44423,1.44683,1.436,1.43731,194250.5613
01.09.2011 00:00:00.000 GMT+0300,1.43729,1.43849,1.4227,1.42606,199725.5594
02.09.2011 00:00:00.000 GMT+0300,1.42609,1.42883,1.41848,1.42084,197590.7699
05.09.2011 00:00:00.000 GMT+0300,1.41599,1.41756,1.4063,1.40988,171463.1904
06.09.2011 00:00:00.000 GMT+0300,1.4099,1.42354,1.39745,1.39986,247950.768
07.09.2011 00:00:00.000 GMT+0300,1.39986,1.41254,1.3994,1.40989,226299.2868
08.09.2011 00:00:00.000 GMT+0300,1.40983,1.40998,1.38744,1.38832,227132.2913
09.09.2011 00:00:00.000 GMT+0300,1.38831,1.3937,1.36293,1.36579,259865.5821
12.09.2011 00:00:00.000 GMT+0300,1.35857,1.36911,1.35043,1.3679,302668.7806
13.09.2011 00:00:00.000 GMT+0300,1.3679,1.37398,1.35593,1.3679,290038.231
14.09.2011 00:00:00.000 GMT+0300,1.36791,1.37826,1.35918,1.37561,285095.729
15.09.2011 00:00:00.000 GMT+0300,1.37563,1.39326,1.37042,1.38771,264137.8669
16.09.2011 00:00:00.000 GMT+0300,1.38771,1.38941,1.37544,1.38,229945.5804
19.09.2011 00:00:00.000 GMT+0300,1.36925,1.37215,1.35873,1.36864,250848.1493
20.09.2011 00:00:00.000 GMT+0300,1.36864,1.3733,1.35948,1.37013,277503.7492
21.09.2011 00:00:00.000 GMT+0300,1.37008,1.37876,1.3564,1.35737,277879.9683
22.09.2011 00:00:00.000 GMT+0300,1.35736,1.36013,1.33876,1.34652,320510.5798
23.09.2011 00:00:00.000 GMT+0300,1.34654,1.35677,1.34192,1.35032,297124.4984
26.09.2011 00:00:00.000 GMT+0300,1.35195,1.35501,1.3366,1.35335,327005.3092
27.09.2011 00:00:00.000 GMT+0300,1.35333,1.36674,1.34799,1.35898,296024.722
28.09.2011 00:00:00.000 GMT+0300,1.35878,1.36889,1.35335,1.35434,276187.9116
29.09.2011 00:00:00.000 GMT+0300,1.35433,1.36784,1.35205,1.35985,283913.7303
30.09.2011 00:00:00.000 GMT+0300,1.35979,1.36013,1.33854,1.33901,258992.2196
01.10.2011 00:00:00.000 GMT+0300,1.33901,1.33901,1.33895,1.33895,0
03.10.2011 00:00:00.000 GMT+0300,1.33447,1.33818,1.31683,1.31777,289812.3007
04.10.2011 00:00:00.000 GMT+0300,1.31774,1.33699,1.31489,1.33522,322316.5112
05.10.2011 00:00:00.000 GMT+0300,1.3352,1.33833,1.32612,1.33486,297427.8597
06.10.2011 00:00:00.000 GMT+0300,1.33486,1.3451,1.32426,1.34381,286120.5184
07.10.2011 00:00:00.000 GMT+0300,1.34371,1.3525,1.33632,1.33807,250853.3607
10.10.2011 00:00:00.000 GMT+0300,1.33916,1.36983,1.33786,1.3644,246139.1988
11.10.2011 00:00:00.000 GMT+0300,1.36441,1.36841,1.35662,1.36401,258613.3376
12.10.2011 00:00:00.000 GMT+0300,1.36405,1.3834,1.35846,1.37923,267581.3018
13.10.2011 00:00:00.000 GMT+0300,1.37921,1.38261,1.36861,1.37789,271777.3904
14.10.2011 00:00:00.000 GMT+0300,1.37785,1.38946,1.37239,1.38818,244125.8292
17.10.2011 00:00:00.000 GMT+0300,1.3869,1.39146,1.37263,1.37383,258744.42
18.10.2011 00:00:00.000 GMT+0300,1.37382,1.38164,1.36536,1.37535,290108.6996
19.10.2011 00:00:00.000 GMT+0300,1.37533,1.38696,1.37258,1.37615,285078.8995
20.10.2011 00:00:00.000 GMT+0300,1.3761,1.38398,1.3657,1.37811,295880.1208
21.10.2011 00:00:00.000 GMT+0300,1.37805,1.39019,1.37065,1.38953,255566.8691
24.10.2011 00:00:00.000 GMT+0300,1.38429,1.3957,1.38234,1.39297,254322.3612
25.10.2011 00:00:00.000 GMT+0300,1.39295,1.39601,1.3866,1.39085,256436.3523
26.10.2011 00:00:00.000 GMT+0300,1.39086,1.39703,1.38004,1.39073,256257.2672
27.10.2011 00:00:00.000 GMT+0300,1.39071,1.42473,1.3865,1.41892,295672.251
28.10.2011 00:00:00.000 GMT+0300,1.41894,1.42009,1.41355,1.41499,244472.3194
30.10.2011 23:00:00.000 GMT+0200,1.41446,1.417,1.38293,1.38582,286035.5806
31.10.2011 23:00:00.000 GMT+0200,1.38582,1.38718,1.36095,1.37041,317440.2922
01.11.2011 23:00:00.000 GMT+0200,1.37041,1.3828,1.36395,1.37477,290215.7806
02.11.2011 23:00:00.000 GMT+0200,1.37477,1.38545,1.36573,1.38233,298116.2705
03.11.2011 23:00:00.000 GMT+0200,1.38235,1.38657,1.37139,1.37929,262270.1401
07.11.2011 00:00:00.000 GMT+0200,1.38274,1.3832,1.36822,1.37772,259203.5315
08.11.2011 00:00:00.000 GMT+0200,1.37771,1.3848,1.37252,1.38339,250252.7021
09.11.2011 00:00:00.000 GMT+0200,1.38341,1.38582,1.3524,1.35429,283102.3697
10.11.2011 00:00:00.000 GMT+0200,1.35429,1.36524,1.34846,1.36117,281157.1795
11.11.2011 00:00:00.000 GMT+0200,1.36111,1.37955,1.3579,1.3752,226159.5398
14.11.2011 00:00:00.000 GMT+0200,1.38077,1.38101,1.3592,1.36332,243621.0092
15.11.2011 00:00:00.000 GMT+0200,1.36331,1.36412,1.34968,1.35399,257289.6871
16.11.2011 00:00:00.000 GMT+0200,1.35401,1.35572,1.34297,1.3464,277995.8812
17.11.2011 00:00:00.000 GMT+0200,1.34631,1.35404,1.34222,1.34591,281311.2912
18.11.2011 00:00:00.000 GMT+0200,1.34586,1.36149,1.34479,1.35264,252200.8404
21.11.2011 00:00:00.000 GMT+0200,1.35111,1.35406,1.34317,1.34898,255763.5793
22.11.2011 00:00:00.000 GMT+0200,1.34897,1.35679,1.34696,1.35059,251031.77
23.11.2011 00:00:00.000 GMT+0200,1.35059,1.35313,1.33209,1.33428,251045.2691
24.11.2011 00:00:00.000 GMT+0200,1.33429,1.34121,1.33173,1.33479,173315.0306
25.11.2011 00:00:00.000 GMT+0200,1.33479,1.33531,1.32137,1.32374,214309.991
28.11.2011 00:00:00.000 GMT+0200,1.33222,1.3399,1.32757,1.33203,244483.5223
29.11.2011 00:00:00.000 GMT+0200,1.33203,1.34399,1.32863,1.33156,245634.9472
30.11.2011 00:00:00.000 GMT+0200,1.33157,1.35314,1.32597,1.34465,244666.2603
01.12.2011 00:00:00.000 GMT+0200,1.34465,1.35214,1.34184,1.34623,227691.9001
02.12.2011 00:00:00.000 GMT+0200,1.34621,1.3537,1.3364,1.33934,196463.4797
05.12.2011 00:00:00.000 GMT+0200,1.34245,1.34864,1.33769,1.34018,194633.34
06.12.2011 00:00:00.000 GMT+0200,1.34018,1.34274,1.33348,1.34016,220286.4194
07.12.2011 00:00:00.000 GMT+0200,1.34015,1.34541,1.33516,1.34121,210107.7106
08.12.2011 00:00:00.000 GMT+0200,1.34121,1.3457,1.32894,1.33417,214615.5795
09.12.2011 00:00:00.000 GMT+0200,1.33415,1.34334,1.32818,1.33875,217394.7501
12.12.2011 00:00:00.000 GMT+0200,1.33809,1.33827,1.31637,1.31882,218838.09
13.12.2011 00:00:00.000 GMT+0200,1.31882,1.3237,1.30094,1.30373,258518.0617
14.12.2011 00:00:00.000 GMT+0200,1.30375,1.30644,1.29487,1.29834,264758.1995
15.12.2011 00:00:00.000 GMT+0200,1.29835,1.30502,1.29579,1.30163,234723.9884
16.12.2011 00:00:00.000 GMT+0200,1.30165,1.3085,1.29967,1.30453,222688.1196
19.12.2011 00:00:00.000 GMT+0200,1.30407,1.30454,1.29836,1.29988,232988.5681
20.12.2011 00:00:00.000 GMT+0200,1.29989,1.31327,1.29953,1.30825,236292.7899
21.12.2011 00:00:00.000 GMT+0200,1.30825,1.31898,1.30259,1.30482,261329.681
22.12.2011 00:00:00.000 GMT+0200,1.30483,1.31194,1.30198,1.30509,217898.5007
23.12.2011 00:00:00.000 GMT+0200,1.3051,1.3095,1.30292,1.30485,182851.981
26.12.2011 00:00:00.000 GMT+0200,1.30424,1.30837,1.30338,1.30629,45685.8903
27.12.2011 00:00:00.000 GMT+0200,1.3063,1.30839,1.30444,1.3072,161344.6805
28.12.2011 00:00:00.000 GMT+0200,1.30718,1.30801,1.29141,1.29415,214257.6131
29.12.2011 00:00:00.000 GMT+0200,1.29415,1.29649,1.2859,1.29621,240496.9282
30.12.2011 00:00:00.000 GMT+0200,1.29621,1.2999,1.29056,1.29618,208697.8597
01.01.2012 00:00:00.000 GMT+0200,1.29618,1.29618,1.29496,1.29496,0
02.01.2012 00:00:00.000 GMT+0200,1.2939,1.29657,1.29185,1.29354,61628.8895
